Dst Port,Protocol,Flow Duration,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0.0,0.0,0.04950046,0.0,0.0,0.0,0.0,0.19051945,0.103588335,0.29644364,0.10116335,0.0,0.0,0.0,0.0,0.45892307,0.19144613,0.0,1.8202496,0.009106592,0.2770179,0.38900378,0.16801798,0.75812906,1.6698501,0.9679443,0.0,0.0,0.6153104,0.0,2.2684562,0.0,0.0,0.0,0.35619345,0.0,0.0,1.573659,1.0276777,0.0,0.0,0.0,0.0,0.031008618,1.7457877,0.0,0.0,0.0,0.0,0.0,0.6463557,0.0,0.082625285,0.0,0.0,0.0,2.468117,0.0,0.1715327,0.722239,0.0,1.3457719,0.73614675,0.5007186,0.0,0
1.1194727,0.0,0.0,0.0,0.0,0.0,0.0,0.19798723,0.14145969,1.1532643,0.0,0.0,0.0,0.0,0.0,0.046020746,0.0,1.942552,0.0,0.23205133,2.495896,0.0,0.85139894,0.0,0.28086954,2.843284,0.9807981,0.0,0.0,0.0,1.0972447,0.0,0.0,1.4503608,0.6816447,0.042343765,0.0,0.5848449,0.0,0.0,0.0,0.0,0.0,0.12565193,1.1538409,0.0,0.0,0.0,0.55658716,0.83327466,0.0,1.3671399,0.0,1.2791545,1.3387653,0.7398282,0.8504845,0.25775763,1.3799496,0.0,0.0,1.4292146,0.0,0.80168873,0.0,0
0.0,0.10500785,0.1727149,0.051170982,0.0,0.0,0.0,1.0622772,1.3739402,0.0,0.0,0.0,0.0,0.0,0.92949104,1.9821931,0.057099156,0.0,0.7020804,0.0,0.0,0.39405528,0.22961643,1.3911802,1.2726688,0.0,1.4756633,0.0,0.076776475,0.0,2.847612,0.0,0.042249203,0.0,0.0,0.0,0.43080667,2.954018,1.6148008,0.15833133,0.14969242,0.0,0.0,0.15039508,1.4022573,0.0,0.0024272725,0.140862,0.0,0.0,0.45428747,0.0,0.039935928,0.0,0.0,0.0,0.43181404,0.0,0.63022304,0.0,0.0,2.7046049,0.765015,0.0,0.0,1
1.2063332,0.0,0.43298942,0.37469736,0.0,0.0,0.0,0.0,0.60341257,0.50557745,0.0,0.106175885,3.8262243,0.08153047,0.60459375,0.0,1.8860067,0.47070065,0.0,0.22442985,1.3717619,0.0,0.14458002,0.0,0.0,0.67896855,0.0,2.4512856,0.0,0.0,0.0,0.0,0.083597645,0.4569225,0.15528122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21727066,0.0,0.0,0.4290915,0.0,3.791174,0.0,0.02904627,0.0,0.0,0.8552935,0.14856204,0.0,0.0,0.0,0.94454324,0.0,0.07941922,0.26992592,0.0,1.3887658,0.07532197,0
1.6645991,0.0,0.0,0.0,0.0,0.12620723,0.0,0.0,0.0,2.0555537,0.0,0.0,2.4242275,0.0,0.0,0.0,0.4961865,2.3538172,0.0,0.20938218,2.2564847,0.0,0.048053704,0.0,0.0,2.0376434,0.0,1.0704134,0.0,0.0,0.0,0.0,0.0,1.1792636,0.9970585,0.3599021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29884234,0.0,0.070239894,0.2853746,1.8186682,0.6047228,0.09875733,1.1697348,0.0,1.5074631,1.1587812,0.37773374,0.9641999,0.17994578,0.953351,0.0,0.1387692,0.0,0.6985681,0.19484179,0.0,0
0.08985822,0.46559086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12812242,0.0,0.0,1.7600106,0.0,0.9688579,1.002106,1.1177949,0.0,1.6347269,0.0,0.6104051,0.0,0.21036951,0.6268376,0.6251894,0.0,2.5672894,1.0706561,0.16549502,0.0,0.35931548,0.0,0.43807328,0.14722964,0.0,0.05271262,0.083410874,0.9004844,0.4580366,0.0,0.0,0.0,0.0,0.2784996,0.64697146,0.0,0.0,0.09902315,0.08383364,0.0,0.3936259,0.0,0.0,0.0,0.0,0.62608004,0.0,0.0,0.0,0.45169792,0.0,0.26839206,0.0,0.15600823,0.0,0
0.0,1.6840571,0.15060513,0.0,0.0,0.23403767,0.0,0.01832283,0.0,0.0,0.0,0.0,0.0,0.0,0.5031506,2.5769122,0.0,0.0,2.1481855,0.13281356,0.0,0.7104986,1.0968521,1.7456561,1.6944828,0.0,4.1147876,0.0,0.0,0.0,0.0,1.314136,0.28714228,0.0,0.0,0.26942116,0.3230186,0.019060688,1.2092847,0.0,0.0,0.36321768,0.43678054,0.0,0.0,0.0,0.0,0.21363266,0.0,0.0,0.01594309,0.0,0.0,0.0,0.0,1.0477792,0.11755616,0.4737207,0.0,1.0186245,0.0,0.0,0.0,0.0,0.3549205,0
0.11668661,0.0,0.0,0.0,0.059365083,0.0,0.0,0.0,0.0,0.3572686,0.0,0.0,2.2507432,0.0,0.0,0.16488567,2.0347185,0.45072538,1.1240274,0.1417609,2.2695,0.0,0.0,0.0,0.0,0.59587795,1.7327917,3.0243552,0.0,0.0,0.0,0.0,0.7870895,0.41542983,0.0,0.14440495,0.0,0.0,0.0,0.0,0.0,0.0,0.01677047,0.45891458,0.0,0.0,0.3919429,0.0,1.78805,0.17589712,0.0,0.0003725274,0.0,1.5869834,1.8284278,1.0611188,0.0,0.0,0.0,0.18716681,0.0,0.0,0.0,2.0419016,0.0,0
0.0,0.030375835,0.49961787,0.0,0.0,0.7536684,0.0,0.62266487,0.8979127,0.0,0.49325967,0.0,0.0,0.0,2.3142304,0.4787496,0.0,0.0,0.0,0.0,0.0,0.4563595,2.1801527,0.33211097,1.4743254,0.6429947,0.0,0.0,0.89900744,0.0,2.8656793,0.0067743957,0.0,0.7094066,0.48742115,0.0,0.5726875,1.8260673,0.2848233,0.5329425,0.0,0.0,0.0,0.2589098,0.15964805,0.0,0.0,0.0,0.0,0.0,0.44547993,0.0,0.07358627,0.0,0.0,0.0,0.7764674,0.0,0.9039526,0.4898657,0.0,0.5636689,0.48176286,0.0,0.22887102,0
0.0,0.23493941,0.5763881,0.0,0.0,0.14970906,0.0,0.0,0.0,0.116182745,0.0,0.0,0.0,0.0,2.4011617,1.6594892,0.5778953,0.0,1.039242,0.035138663,0.0,0.47309,1.3583263,0.73925745,0.7950184,0.31682482,0.9311853,0.0,0.29141355,0.0,1.0938045,0.0,0.15476653,0.0,0.0,0.0,0.6876092,0.99420285,0.9073682,0.34575492,0.0,0.0,0.0,0.39831555,0.0,0.0,0.0,0.0,0.010114706,0.0,0.13735989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73773825,0.0,0.97464526,0.0,0.0,0.27583444,0
0.21731034,1.188273,1.0488982,0.0,0.0,1.1436816,0.0,0.0,0.5766474,0.1972645,0.61279863,0.17688967,0.20254493,0.11072357,0.0,1.051524,0.0,0.0,0.75876796,0.20920478,0.0,0.06706829,2.7083526,2.1150415,0.0,0.09261111,0.0,0.0,0.26866588,0.0,1.58555,1.7920141,0.0,0.0,0.19327313,0.0,0.0,0.0,0.0,0.38406706,0.0,0.0,0.0,0.19660826,0.0,0.017145365,0.0,0.5748394,1.219672,0.0,0.08037003,0.0,0.0,0.0,0.0,0.0,2.0334558,0.9974389,1.0849885,0.06786049,0.0,1.3934782,0.25825268,0.0,0.53177804,0
0.0,0.86663073,0.09673754,0.0,0.0,0.39928466,0.0,0.28850657,0.0,0.7653489,0.38178828,0.0,0.0,0.0,0.0,1.0524951,0.14326036,0.29692674,1.2525742,0.04392684,1.1641867,0.0,1.760417,0.560363,0.5549282,2.1005685,0.5986974,0.0,0.0,0.0,0.7929012,0.69978446,0.0,0.0,0.16787726,0.0,0.0,0.0,0.07304431,0.0,0.0,0.0,0.0,0.4335844,0.0,0.0,0.0,0.0007871967,0.4533036,0.57519263,0.093939744,0.40474227,0.03100438,0.0,0.35934308,0.0068117697,1.6314083,0.78976136,0.46863973,1.0152026,0.0,0.0,0.0,0.0,0.0,0
1.527996,0.2769592,0.0,0.0,0.0,0.0,0.0,0.0,0.24000096,1.8354893,0.0,0.0,2.44576,0.0,0.1712145,0.0,1.5496559,1.2188035,0.52946556,0.0,1.1211399,0.0,0.46093243,0.0,0.0,0.78097886,0.6146305,0.027365375,0.24544512,0.0,0.6789287,0.0,0.0,0.673564,0.3291871,0.06867119,0.0,0.305408,0.0,0.0,0.0,0.0,0.0,0.014794679,1.2198294,0.0,0.0,0.543805,0.8125688,0.0,0.47255412,0.381701,0.0,0.0,0.06540799,0.6114812,0.7781997,0.0,0.35593614,0.0,0.0,1.8959911,0.0,0.0,0.0,0
2.0301046,0.4403334,0.36727005,0.40583578,0.0,1.0894871,0.006425217,0.42384982,0.7621646,1.1403928,0.27488852,0.0,0.0,0.0,0.0,0.0,0.0,0.19950232,0.0,0.15885876,1.4230164,0.0,2.1514466,1.1039945,0.0,1.0564052,0.0,0.0,0.0,0.0,2.0754645,0.55326027,0.0,1.3233845,1.365039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10210093,0.0,0.0,0.36803007,1.2202576,0.17350706,0.0,1.5570844,0.0,0.2411472,0.1341461,0.13965854,3.9022417,1.0240587,2.9288242,0.0,0.28368676,1.0711912,1.193423,0.0,0.0,0
0.977046,0.5640875,0.9085591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1716995,0.28323272,0.703486,0.6483914,1.2645541,0.0,0.0,0.18406223,0.55611897,0.0,0.0,0.26752397,0.0,0.0,1.8773572,2.511102,0.0,0.0,0.0,0.32963306,0.6956804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046661973,0.0,0.0,0.0,0.0,2.24405,0.0,0.40514502,0.0,0.0,0.0,0.0,0.40082574,0.0,0.0,0.0,0.0,0.0,0.06609328,0.0,0.9758753,0.3095364,0
0.799153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7709472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4190199,0.78320587,0.08331505,3.7818182,0.0,0.0,0.041118614,0.6834621,1.3491751,0.0,0.92426527,0.0,0.0,0.0,0.14410912,0.0,1.3253169,0.5465952,0.1997146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86007625,0.0,0.0,0.0,1.4524873,1.1481658,0.0,1.092541,0.0,1.5728183,2.5968795,0.8678274,1.3647698,0.42852446,0.27712268,0.9332153,0.0,0.0,0.0,2.186762,0.0,0
0.3705782,0.0,0.0,0.0,0.0,0.0,0.0,0.84998304,0.04703811,0.0,0.0,0.0,0.0,0.0,0.7420959,0.22401425,0.0,1.0173237,0.0,0.0,1.2062004,0.0,0.0,0.0,3.22194,2.0320733,0.05910441,0.73496383,0.0,0.0,1.6621611,0.0,0.0,1.5327892,0.73912853,0.062509924,0.0,2.0574524,0.57212746,0.0,0.0,0.0,0.0,0.3981938,1.1106076,0.0,0.0,0.0,0.0,1.3079742,0.0,1.7266347,0.15406178,1.5521239,0.24042484,0.5328239,0.0,0.0,1.1511116,0.0,0.0,0.8472692,0.0,1.8308071,0.0,1
0.27082655,0.0,0.0,0.0,0.0,0.0,0.0,0.008564212,0.0,0.9532454,0.0,0.0,0.6592157,0.0,0.66359925,0.84278035,0.32753956,1.0685759,0.20098624,0.0,1.2992816,0.0,0.0,0.0,1.5094526,0.77499527,2.0462494,1.2463813,0.0,0.0,0.17973052,0.0,0.6646245,0.8617457,0.21508363,0.5203028,0.0,0.818201,0.34736013,0.0,0.0,0.0,0.0,0.15876691,0.8109953,0.0,0.0,0.0,0.0,1.4371353,0.0,1.0793921,0.0,0.78869426,0.8339764,1.3689215,0.0,0.07780211,0.0,0.6031931,0.0,0.13182536,0.0,1.3422434,0.0,0
0.0,1.5108771,1.0402236,0.0,0.0,0.07093012,0.0,0.0,0.0,0.0,0.84882593,0.012330878,0.0,0.0,0.0,1.0610884,1.5408071,0.0,4.6843047,0.45376128,0.0,0.9950383,0.830275,1.8662094,0.0,0.8059428,0.0,0.0,0.0,0.0,0.021339802,1.602769,0.0,0.0,0.0,0.0,0.0,0.0,0.94663805,0.5565056,0.0,0.0,0.028984834,0.37852237,0.0,0.29580626,0.1815967,1.0708559,0.12099933,0.0,0.6985375,0.0,0.4953067,0.0,0.0,0.0,1.4824431,0.7049903,0.0,0.0,0.0,1.074756,0.04907507,0.0,0.16892427,0
0.0,0.26579967,0.19300754,0.0,0.0,0.0,0.0,0.26732218,0.46204808,0.026501272,0.0,0.0,0.26584828,0.026568037,1.3595182,1.5645397,0.98667973,0.1913839,0.7519334,0.0020317035,0.00533263,0.0,1.179696,0.5935219,0.24267632,1.4805939,1.290862,0.0,0.0,0.0,1.3232493,0.0,0.0,0.0,0.12643698,0.0,0.20505211,0.60714626,0.6600232,0.15792547,0.0,0.0,0.0,0.48945457,0.0,0.0,0.0,0.0,0.18670167,0.0,0.0,0.0,0.0,0.0,0.0,0.13564214,0.0,0.0,0.76037526,0.0,0.0,1.8676809,0.0,0.0,0.15063652,0
0.0,0.84151274,0.19254123,0.0,0.0,0.0,0.0,0.0,0.0,0.700688,0.37355882,0.0,1.5485195,0.0,0.0,0.55688053,1.3885776,0.0,3.5402389,0.11376836,1.3097755,0.0,0.0,1.4393865,0.0,0.0,0.0,0.6368537,0.0,0.0,0.0,1.0153881,0.0,0.0,0.0,0.0,0.0,0.0,0.59676313,0.22238772,0.0,0.0,0.0,0.41066095,0.37721094,0.0,0.0,0.8194784,0.8125836,0.014903172,0.4980952,0.0,0.012736376,0.0,0.16460595,0.01912194,0.72797906,0.3070475,0.0,0.47892234,0.0,0.0,0.33053368,0.8451366,0.0,0
0.0,1.0281341,0.20695381,0.0,0.0,1.1586285,0.0,0.284252,0.0,0.8033587,0.65411204,0.0,0.0,0.0,0.0,0.24650869,0.0,0.0,0.59915906,0.22930807,0.08118643,0.07575124,1.8798828,1.6420258,1.555475,0.0,0.0,0.0,0.052626356,0.0,2.0487528,1.3931849,0.0,0.0,0.13420576,0.0,0.0,0.0,0.39638364,0.031979874,0.0,0.0,0.10313877,0.0,0.0,0.0,0.0,0.0,0.0,0.4420889,0.0,0.73357344,0.1998214,0.0,0.17781162,0.0,5.420449,1.0976675,0.6316073,1.2603565,0.0,0.0,0.47797766,0.15168305,0.0,0
0.0,0.0,0.13369621,0.0,0.0,0.7353195,0.0,0.9573116,0.8658418,0.0,0.11800989,0.0,0.6660243,0.0,0.40167013,0.7938741,0.0,0.0,0.0,0.0,0.0,0.0,0.22544307,0.64998186,2.4301884,0.22257727,0.0,0.41244632,0.21101178,0.0,2.5090356,0.0,0.0,0.3045247,0.19862464,0.0,0.40186295,2.0311346,1.0793196,0.12047799,0.0,0.0,0.0,0.16834666,0.52937704,0.0,0.0,0.0,0.0,0.24354157,0.55831057,0.4128055,0.0,0.0,0.0,0.0,1.6206682,0.0,0.8611492,0.0,0.0,1.0329345,1.9813092,0.0,0.0,1
0.7608881,0.40133023,0.45210457,0.0,0.0,0.37415373,0.0,0.0,0.0,1.6252568,0.0,0.0,1.874118,0.0,0.0,0.18883176,0.0,0.0,0.1674809,0.0,1.4700626,0.0,0.71143633,1.2704304,0.4589397,0.0,0.28902787,0.48947006,0.23059368,0.0,0.40496853,1.2087948,0.4924469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2353635,0.0,0.0,0.04971005,1.1505138,0.0,0.14153066,0.017110223,0.0,0.0,0.6732614,0.7481051,2.08183,0.072919644,0.0,0.5204747,0.0,0.079552874,0.3244762,1.4001667,0.0,0
0.75292903,0.78996235,0.17722106,0.0,0.0,0.0,0.0,0.16926521,0.2808454,0.104111396,0.0,0.0,0.58965135,0.0,0.0,1.5568103,0.5953174,0.0,0.3432652,0.0,1.0688524,0.0,1.074885,0.9459487,0.22181104,0.020456616,2.310017,0.52892786,0.0,0.0,0.55670536,0.8332923,0.008583248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23609294,0.0,0.0,0.17645852,1.0185642,0.0,0.0,0.17243412,0.0,0.0,0.20301518,1.2180248,0.0,0.34962022,1.1636181,0.0,0.0,1.7323581,0.0,1.3255075,0.0,0
0.7839262,0.18465391,0.1275913,0.0,0.0,0.7689488,0.0,0.95371246,0.8833933,0.379981,0.0,0.0,0.0,0.0,0.0,0.41242978,0.0,0.0,0.0,0.041342046,0.0,0.063249566,1.5976774,1.2035445,1.0773027,1.0406868,0.0,0.0,0.8232391,0.0,3.5104342,0.0,0.0,0.5728965,0.83978415,0.0,0.0,1.5693781,0.461881,0.03418939,0.0,0.0,0.0,0.041707322,1.4380579,0.0,0.0,0.0,0.0,0.0,0.114181235,0.23717399,0.0,0.0,0.0,0.0,3.6066256,0.097627,1.4328389,0.097651,0.0,1.9314548,0.8948116,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75259304,0.0,0.0,0.0,0.0,0.19262253,0.59445304,0.24867594,0.103925794,1.3829179,0.0,2.4240882,0.0,0.0,0.0755736,2.7474332,0.4936278,1.6096132,0.8478838,0.0,0.0,0.34275454,0.0,0.2797287,0.7369526,0.23382378,0.2710744,0.0,0.7472051,0.5900594,0.0,0.0,0.30104628,0.0,0.09957996,1.296883,0.0,0.0,0.0,0.47128376,0.95140785,0.0,0.871822,0.0,1.1636477,1.5665616,0.8107914,0.0,0.071551144,0.0,0.8983178,0.0,0.0,0.0,3.0985706,0.0,0
0.5123119,0.46135864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1055187,0.0,0.0,0.8430414,0.0,0.0,0.14185552,0.6855192,0.0,2.298105,0.0,2.4448879,0.19349644,0.0,0.85734963,0.29324284,0.23874652,0.44798735,0.64420813,0.038206793,0.0,0.35745946,0.51849025,0.043705095,0.19243997,0.28909793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7194179,0.0,0.0,0.3068699,0.4135164,0.28463057,0.35714597,0.0,0.0,0.0,0.5453057,0.34544355,2.0697834,0.18133093,0.0,0.5754293,0.0,0.30945504,0.0,1.3509321,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42910823,0.0,0.0,0.0,0.0,0.43138006,1.1814811,0.0,0.0,2.3808658,0.0,1.4751871,0.8276528,0.0,0.25065428,3.3555608,0.0,2.244478,0.0,0.008056903,0.0,0.7832278,0.0,0.4041412,0.14036563,0.058323868,0.22836266,0.18187153,0.7985855,1.0484191,0.0,0.0,0.64890325,0.0,0.0,1.4252006,0.0,0.0,0.0,0.0,0.60757023,0.0,0.5653337,0.001676213,0.26290718,1.2228099,0.48905104,0.16702396,0.34626243,0.0,1.4394425,0.0,0.0,0.0,2.6075828,0.0,1
